libelle;appellation_code
Décorateur / Décoratrice sur verre;13910
Doreur / Doreuse d'art;14521
Doreur / Doreuse ornemaniste;14522
Doreur / Doreuse sur tranche;14524
Émailleur / Émailleuse d'art;14735
Émailleur / Émailleuse sur verre;14739
Fileur-étireur / Fileuse-étireuse à la main;15085
Finisseur / Finisseuse d'art;15087
Finisseur-décorateur / Finisseuse-décoratrice d'objets d'art et artisanaux;15091
Imprimeur / Imprimeuse papier peint à la planche;15523
Laqueur / Laqueuse sur bois;16160
Laqueur-décorateur / Laqueuse-décoratrice;16161
Laqueur-doreur / Laqueuse-doreuse;16162
Ouvrier / Ouvrière de décoration à la main;17428
Patineur / Patineuse sur bois à la main;17574
Peintre à la main sur verre;17609
Peintre-fileur-décorateur / Peintre-fileuse-décoratrice en céramique;17650
Peintre-fileur-incrustateur / Peintre-fileuse-incrustatrice à la main;17651
Peintre finisseur / finisseuse à la main;17631
Peintre sur céramique;17644
Peintre sur soie;17646
Ponceur-vernisseur / Ponceuse-vernisseuse à la main;17882
Restaurateur / Restauratrice de tableaux;19225
Restaurateur / Restauratrice sur verre;19235
Restaurateur-doreur / Restauratrice-doreuse sur oeuvres d'art;19236
Retoucheur / Retoucheuse bois;19239
Vernisseur / Vernisseuse au tampon;20658
Gravure - ciselure; 
Aquafortiste;11100
Ciseleur / Ciseleuse;12649
Étampeur / Étampeuse;14909
Graveur / Graveuse à l'acide;15400
Graveur / Graveuse à l'eau forte;15401
Graveur / Graveuse au sable;15402
Graveur / Graveuse d'art;15403
Graveur / Graveuse en miroiterie;15404
Graveur / Graveuse en orfèvrerie;15405
Graveur / Graveuse en taille douce;15406
Graveur / Graveuse héraldique;15409
Graveur / Graveuse ornementaliste;15410
Graveur / Graveuse sur bois;15411
Graveur / Graveuse sur cristal;15412
Graveur / Graveuse sur métal;15413
Graveur / Graveuse sur pierre;15414
Graveur / Graveuse sur verre;15416
Graveur-ciseleur / Graveuse-ciseleuse;15417
Graveur et fondeur / Graveuse et fondeuse de caractères;15407
Graveur-polisseur / Graveuse-polisseuse de roches;15418
Guillocheur / Guillocheuse;15456
Taille-doucier / Taille-doucière;19616
Tailleur / Tailleuse sur cristal;19627
Tailleur-graveur / Tailleuse-graveuse;19628
Fibres et papier; 
Réalisation d'objets en lianes, fibres et brins végétaux; 
Canneur / Canneuse de chaises;11663
Canneur rempailleur / Canneuse rempailleuse;11664
Rempailleur / Rempailleuse de chaises;18509
Rotinier / Rotinière;19287
Vannier / Vannière;20504
Vannier osiériculteur / Vannière osiéricultrice;20505
Reliure et restauration de livres et archives; 
Chef d'atelier en reliure artisanale;12061
Conservateur-restaurateur / Conservatrice-restauratrice de livres;13516
Relieur / Relieuse d'art;18499
Relieur / Relieuse main;18500
Relieur-doreur / Relieuse-doreuse;18501
Restaurateur / Restauratrice de livres anciens;19220
Restaurateur / Restauratrice de papier;19223
Instruments de musique; 
Fabrication et réparation d'instruments de musique; 
Accordeur / Accordeuse de pianos;10230
Accordeur-réparateur / Accordeuse-réparatrice de pianos;10231
Archetier / Archetière;11109
Clétier / Clétière;12669
Fabricant / Fabricante d'accordéons;15022
Fabricant / Fabricante d'anches;15023
Fabricant / Fabricante de percussions;15026
Facteur / Factrice d'instruments anciens;15053
Facteur / Factrice d'instruments à vent;15050
Facteur / Factrice d'instruments à vent-bois;15051
Facteur / Factrice d'instruments à vent-cuivre;15052
Facteur / Factrice d'instruments de musique;15054
Facteur / Factrice d'orgues;15055
Facteur / Factrice de clavecins;15045
Facteur / Factrice de harpes;15046
Facteur / Factrice de percussions;15047
Facteur / Factrice de pianos;15048
Facteur-réparateur / Factrice-réparatrice d'instruments de musique;15056
Facteur-restaurateur / Factrice-restauratrice d'instruments de musique;15057
Luthier / Luthière;16229
Luthier / Luthière du quatuor;16230
Luthier / Luthière guitare;16231
Luthier / Luthière vents;16232
Monteur / Monteuse en cordes de piano;16815
Restaurateur / Restauratrice d'instruments à cordes;19229
Restaurateur / Restauratrice d'instruments à percussion;19230
Restaurateur / Restauratrice d'instruments à vent;19231
Restaurateur / Restauratrice d'instruments de musique;19232
Restaurateur / Restauratrice de pianos;19224
Métal, verre, bijouterie et horlogerie; 
Métallerie d'art; 
Armurier / Armurière d'art;11141
Bronzier / Bronzière;11603
Bronzier / Bronzière d'art;11604
Chaudronnier / Chaudronnière d'art;11973
Coutelier / Coutelière d'art;13810
Coutelier-réparateur / Coutelière-réparatrice;13811
Dinandier / Dinandière;14173
Estampeur / Estampeuse d'art;14889
Étainier / Étainière;14895
Ferronnier / Ferronnière d'art;15075
Ferronnier / Ferronnière feuillagiste;15076
Fondeur / Fondeuse de bronze;15100
Fondeur / Fondeuse de cloches;15101
Forgeron / Forgeronne d'art;15120
Métallier / Métallière d'art;16633
Monteur / Monteuse en bronze;16807
Serrurier / Serrurière d'art;19415
Réalisation d'objets artistiques et fonctionnels en verre; 
Chef de place verrier / verrière;12209
Façonnier / Façonnière d'objets en verre;15041
Fileur / Fileuse de verre;15081
Flaconneur / Flaconneuse;15093
Fondeur / Fondeuse verre main;15106
Restaurateur / Restauratrice de vitraux;19228
Sculpteur / Sculptrice sur verre;19343
Souffleur / Souffleuse au moule;19480
Souffleur / Souffleuse de verre;19481
Souffleur / Souffleuse de verre à la canne;19482
Souffleur / Souffleuse de verre au chalumeau;19483
Souffleur / Souffleuse de verre-néoniste;19484
Thermoformeur / Thermoformeuse en verre;20324
Verrier / Verrière à la calotte;20661
Verrier / Verrière à la canne;20662
Verrier / Verrière à la flamme;20663
Verrier / Verrière à la main;20664
Verrier / Verrière à main levée;20665
Verrier / Verrière assortiments;20666
Verrier / Verrière d'art;20667
Verrier / Verrière moulure;20668
Verrier transformateur / Verrière transformatrice à froid;20669
Vitrailliste;20714
Réalisation d'ouvrages en bijouterie, joaillerie et orfèvrerie; 
Bijoutier / Bijoutière;11510
Bijoutier / Bijoutière fantaisie;11511
Bijoutier joaillier / Bijoutière joaillière;11512
Chaîniste;11728
Diamantaire;14165
Enfileur / Enfileuse de perles;14834
Gemmologue;15244
Gemmologue tailleur / tailleuse;15245
Glypticien / Glypticienne;15378
Graveur / Graveuse sur pierres fines;15415
Joaillier / Joaillière;16070
Joaillier / Joaillière modéliste;16071
Lapidaire diamant;16157
Lapidaire pierres fines et précieuses;16158
Médailleur / Médailleuse;16561
Modéliste en bijouterie, orfèvrerie, joaillerie;16710
Modéliste-maquettiste en bijouterie;16716
Monteur / Monteuse en orfèvrerie;16834
Orfèvre;17359
Planeur / Planeuse à la main en orfèvrerie;17811
Restaurateur / Restauratrice en orfèvrerie;19234
Sertisseur / Sertisseuse;19420
Sertisseur / Sertisseuse en bijouterie, joaillerie;19421
Tailleur / Tailleuse de diamant;19618
Tailleur / Tailleuse de pierres fines;19623
Tourneur-repousseur / Tourneuse-repousseuse en orfèvrerie;20390
Réparation - montage en systèmes horlogers; 
Emboîteur / Emboîteuse en horlogerie;14744
Horloger / Horlogère;15474
Horloger-réparateur / Horlogère-réparatrice;15475
Monteur / Monteuse en systèmes horlogers;16842
Opérateur / Opératrice d'assemblage en horlogerie;17061
Opérateur / Opératrice de posage emboîtage en horlogerie;17136
Pendulier / Pendulière;17652
Réparateur / Réparatrice en systèmes horlogers;18529
Réparateur rhabilleur / Réparatrice rhabilleuse en horlogerie;18531
Visiteur horloger / Visiteuse horlogère;20703
Taxidermie; 
Conservation et reconstitution d'espèces animales; 
Naturaliste-taxidermiste;16953
Ostéologue;17373
Poseur décorateur / Poseuse décoratrice en conservation animale;17944
Préparateur / Préparatrice en ostéologie-moulage;18026
Préparateur / Préparatrice gestionnaire de collection en taxidermie;18030
Restaurateur / Restauratrice de collections zoologiques;19218
Taxidermiste;19645
Taxidermiste restaurateur / restauratrice;19646
Technicien / Technicienne en ostéologie-moulage;20102
Technicien taxidermiste / Technicienne taxidermiste;20281
Tissu et cuirs; 
Réalisation d'articles de chapellerie; 
Casquettier / Casquettière;11708
Chapelier / Chapelière;11738
Créateur confectionneur / Créatrice confectionneuse de chapeaux;13832
Képissier / Képissière;16135
Modiste;16719
Ouvrier chapelier / Ouvrière chapelière pédaliste;17412
Réalisation d'articles en cuir et matériaux souples (hors vêtement); 
Bottier / Bottière;11562
Bourrelier / Bourrelière;11578
Ceinturier / Ceinturière;11718
Fabricant / Fabricante de chaussures sur mesure;15024
Gainier / Gainière;15177
Gantier / Gantière;15185
Garnisseur / Garnisseuse automobile;15237
Malletier / Malletière;16329
Maroquinier / Maroquinière;16411
Parurier / Parurière;17567
Sellier / Sellière;19406
Sellier-garnisseur / Sellière-garnisseuse;19407
Sellier-garnisseur / Sellière-garnisseuse automobile;19408
Sellier-harnacheur / Sellière-harnacheuse;19409
Sellier-maroquinier / Sellière-maroquinière;19410
Voilier / Voilière;20716
Réalisation de vêtements sur mesure ou en petite série; 
Apiéceur / Apiéceuse;11080
Corsetier / Corsetière;13756
Coupeur-tailleur / Coupeuse-tailleuse;13794
Couturier / Couturière;13812
Couturier tailleur / Couturière tailleuse;13820
Culottier / Culottière;13871
Doubleur finisseur / Doubleuse finisseuse en fourrure;14526
Façonnier / Façonnière de vêtements en cuir sur mesure;15039
Façonnier / Façonnière de vêtements sur mesure;15040
Fourreur / Fourreuse;15157
Giletier / Giletière;15375
Mécanicien / Mécanicienne en fourrure;16508
Ouvrier tailleur / Ouvrière tailleuse;17538
Première main;17985
Tailleur / Tailleuse;19617
Réalisation d'ouvrages d'art en fils; 
Brodeur / Brodeuse;11601
Dentellier / Dentellière à la main;13959
Éventailliste;14928
Façonnier / Façonnière d'ouvrages en fils;15043
Façonnier / Façonnière de fleurs artificielles;15037
Feutrier / Feutrière;38898
Fleuriste en tissu;15096
Licier / Licière;16183
Licier créateur / Licière créatrice;16184
Lissier / Lissière;16200
Passementier / Passementière à la main;17568
Plisseur / Plisseuse;17835
Plumassier / Plumassière;17850
Plumassier-fleuriste / Plumassière-fleuriste;17851
Premier / Première d'atelier en broderie artisanale;17981
Premier / Première d'atelier en tissage artisanal;17982
Rentrayeur / Rentrayeuse en tapis et tapisserie;18510
Restaurateur / Restauratrice de tapis et tapisserie;19226
Restaurateur / Restauratrice de tissu ancien;19227
Tapissier / Tapissière haute ou basse lice;19634
Tapissier-licier / Tapissière-licière;19639
Tapissier-lissier / Tapissière-lissière;19640
Tisserand / Tisserande d'art;20343
Tisserand créateur / Tisserande créatrice;20342
Tisseur / Tisseuse à la main;20345
Tisseur / Tisseuse de soie à la main;20346
Stylisme; 
Assistant / Assistante styliste;11340
Concepteur / Conceptrice maquettiste en accessoires de mode;12831
Concepteur créateur / Conceptrice créatrice textile;12813
Créateur / Créatrice de mode;13834
Créateur / Créatrice en art textile et impression;13836
Créateur / Créatrice infographe textile;13838
Créateur / Créatrice textile;13840
Designer / Designeuse en bijouterie;13996
Designer / Designeuse en joaillerie;13997
Designer / Designeuse textile;14007
Dessinateur / Dessinatrice de mode;14022
Dessinateur / Dessinatrice en bijouterie;14050
Dessinateur / Dessinatrice en joaillerie;14063
Dessinateur / Dessinatrice en soierie;14075
Directeur / Directrice artistique habillement;14191
Directeur / Directrice de collection habillement;14242
Directeur / Directrice studio de mode;14477
Esquisseur / Esquisseuse en dentelle;14883
Illustrateur / Illustratrice de mode;15510
Responsable de collection habillement;18689
Styliste;19540
Styliste chaussure;19541
Styliste en accessoires textile;19542
Styliste en bijoux;19543
Styliste fil;19544
Styliste graphiste;19545
Styliste habillement;19546
Styliste lingerie, corseterie;19547
Styliste maroquinerie;19548
Styliste prêt-à-porter;19549
Styliste textile;19550
Tapisserie - décoration en ameublement; 
Bourrelier-matelassier / Bourrelière-matelassière;11579
Couturier / Couturière d'ameublement;13813
Couturier tapissier / Couturière tapissière;13821
Litier / Litière;16202
Matelassier / Matelassière;16424
Tapissier / Tapissière d'ameublement;19632
Tapissier / Tapissière en sièges;19633
Tapissier-décorateur / Tapissière-décoratrice;19636
Tapissier-ensemblier / Tapissière-ensemblière;19637
Tapissier-garnisseur / Tapissière-garnisseuse;19638
Tapissier-villier / Tapissière-villière;19641
Banque, Assurance, Immobilier; 
Assurance; 
Conception - développement produits d'assurances; 
Chargé / Chargée de produit en assurances;11839
Chef de produit assurance épargne retraite;12220
Chef de produit assurance vie;12221
Chef de produit en assurance Incendie, Accidents, Risques Divers -IARD-;12222
Chef de produit en assurances;12223
Chef de segment produits d'assurances;12338
Concepteur développeur / Conceptrice développeuse de produits d'assurances;12823
Conseil clientèle en assurances; 
Agent commercial / Agente commerciale en assurances;10361
Attaché / Attachée de clientèle en assurances;11392
Chargé / Chargée de clientèle centre d'appels en assurances;11769
Chargé / Chargée de clientèle en assurances;11773
Collaborateur commercial / Collaboratrice commerciale en assurances;12701
Conseiller / Conseillère clientèle en assurances;13354
Conseiller / Conseillère en assurance produits d'épargne;13409
Conseiller / Conseillère en assurances;13408
Conseiller / Conseillère en assurance vie;13410
Conseiller / Conseillère gestion sinistres;13463
Conseiller / Conseillère Incendie, Accidents, Risques Divers -IARD-;13465
Conseiller / Conseillère mutualiste;13470
Conseiller / Conseillère mutualiste Incendie, Accidents, Risques Divers -IARD-;13471
Conseiller / Conseillère prévoyance santé;13472
Conseiller commercial / Conseillère commerciale en assurances;13359
Producteur / Productrice en assurances;18102
